conversation_id,customer_message,true_intent,true_escalate,notes,labeled_by,labeled_at
2586506,"Hey @115888—how do I turn off the randomized songs that aren't in my playlists? Used to just happen on small playlists and now it's all? Love the suggestions, but only when I ask for them :)",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:38:28.091314+00:00
656507,How long is this $.99 deal going to be available @115888? I want to sign up on Dec. 8 when I'm done w/ another service.,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:38:34.915836+00:00
1591710,"@SpotifyCares why don’t you have all albums from an artist when all other streaming services do? (Apple Music, Google Play Music, TIDAL) 😒",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:38:43.873103+00:00
2363330,@115888 as long as I've got your attention -- your desktop app is terrible. It takes forever to load. Can't get the search box to work half the time.,playback_bug,False,,aditya1325.raps@gmail.com,2026-09-11T11:38:53.610959+00:00
2913926,Atleast the @115888 offline mode still works lmao,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:39:10.131587+00:00
990792,@115888 why I can't see #7for7 by @248108 on spotify?,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:39:17.432080+00:00
155346,@spotifycares out of the blue I’m getting this. Has my account been hacked? https://t.co/pVsDZYvHBK,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:39:37.608175+00:00
2215982,Release the explicit version @115888 @SpotifyCares @117168 https://t.co/RlaFFfnVrr,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:39:43.078296+00:00
2039328,"@115888 The increase of advertisements is to the point where I’m considering leaving for another service, like I did with Pandora",other,False,,aditya1325.raps@gmail.com,2026-09-11T11:39:48.346570+00:00
184241,"I have Spotify Family subscrition, but are unable to upgrade the price with discount. offered I am a student at Univ. of Oslo @SpotifyCares",billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:39:56.838030+00:00
2647461,@148611 @115888 still no Perfect Velvet album by Red Velvet? 😔,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:40:02.974198+00:00
2809045,@115888 @117168 @SpotifyCares i got issues with u removing Troubadour by George Strait and People are Crazy by Billy Currington,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:40:08.302853+00:00
2428804,@115888 @SpotifyCares Hi! Please check your DM. Sent u a msg regarding my subscription.,cancellation_retention,True,,aditya1325.raps@gmail.com,2026-09-11T11:40:18.050783+00:00
1778053,"@SpotifyCares I just got a new samsung s7 and spotify keeps on randomly turning on and off for no reason. I have reinstalled, any other fixes?",playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:40:26.999397+00:00
2794514,"@115888 I’ve just realised I was paying £9.99 from two of my accounts for over a year, cancelled one standing debit and have had my account closed? What am I paying the other £9.99 for??",billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:40:35.601335+00:00
1916937,@115888 having trouble with changing my email through facebook. Email won't change after following all the steps. Need tech support,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:40:42.439593+00:00
538047,@SpotifyCares please make it(Spotify) available in India on Android,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:40:47.415986+00:00
2981126,@SpotifyCares the link https://t.co/0EaDvHWbmp does not work for me. I would like to enter my address in my account and Im not sure how?,other,True,,aditya1325.raps@gmail.com,2026-09-11T11:40:56.813991+00:00
321495,The new iOS @SpotifyCares update is awful. Erased all my downloaded files. Redownloaded them. Today all missing. Useless.,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:41:06.450910+00:00
1163607,"Why Spotify don't have music videos?
I want this so much :(
 @SpotifyCares",other,False,,aditya1325.raps@gmail.com,2026-09-11T11:41:11.107224+00:00
1793879,@SpotifyCares And somehow a new playlist was created. Now my billing date is earlier. I want my money back. I'm the only user on my phone.,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:41:23.289563+00:00
466104,F*** you @115888 and your new zone restrictions. I pay you and you want me to explain why I'm not currently in UK ? You're the police ? My parents ? Nope ! Let me be ! #zonerestrictions #Spotify #lifesucks,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:41:32.535110+00:00
962717,@SpotifyCares Urgent DM! Please read as soon as you can.,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:41:39.367654+00:00
421933,@SpotifyCares umm excuse me but I’m not gonna pay for something I didn’t get. Please transfer my money back https://t.co/HeFsSmzn6p,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:41:44.552114+00:00
1906465,@115888 yo! What are the odds of Time Capsule getting updated every week like Discover Weekly? 🎧,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:41:49.647748+00:00
2060180,"Naka globe postpaid ako, mag spotify premium sana ako yung nadadagdag lang sa bill ko. Pwede ba yung student discount don? 65 per month.",billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:41:55.105933+00:00
1840900,if i pay for spotify premium then why is it when i try to listen to an album it puts some random artist in there? rip off,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:42:04.919832+00:00
1190769,"@SpotifyCares reply to my DM please, thank youu",other,True,,aditya1325.raps@gmail.com,2026-09-11T11:42:12.036606+00:00
1747065,"@SpotifyCares hey Spotify, what about the Apple Watch app? When are you gonna release it?",other,False,,aditya1325.raps@gmail.com,2026-09-11T11:42:16.912852+00:00
2462278,@115888 - App not working when trying to sign in! What’s going on??!,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:42:23.015656+00:00
2879065,@115888 you should honestly thinking about releasing an official version in India.,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:42:28.625271+00:00
1906036,@SpotifyCares you charge my account twice.  I need a refund asap.@115888 @117168,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:42:32.544805+00:00
1751382,@SpotifyCares Y'all having a server error? I can't use the browser version right now. Keeps redirecting me to the login page.,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:42:41.989456+00:00
2707744,@SpotifyCares here are some errors https://t.co/B6IRHjDe9l,other,True,,aditya1325.raps@gmail.com,2026-09-11T11:42:50.028846+00:00
2297269,@SpotifyCares there will be possible in future to see who is following my playlists?,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:42:57.538189+00:00
2053481,@spotifycares Hi! trying to find 3 month gift subscription I bought 2/3 yrs ago for lil' sis that hasn't been redeemed. How can I find it?,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:43:08.148435+00:00
2653077,@115888 plz tell me why Velvet by Stoney LaRue suddenly got deleted. Guess I’m ending my subscription. Bye.,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:43:17.146421+00:00
2203767,@116130 are you going to sort your app out for iPhone X...? Or just leave us with this crock of shite we have atm...?,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:43:23.342032+00:00
1491952,@SpotifyCares can’t seem to be controlling spotify through my control center after ios11 update????,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:43:28.924996+00:00
1837434,"@SpotifyCares I upgraded to Premium, got a receipt and it shows on my account information. However, I cannot use premium on any off the apps",billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:43:39.262410+00:00
985603,"@115888 oi Spotify ya ole dog, can I upgrade my premium account to a family one with out having to start a new one and cancel the old one.",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:43:48.746992+00:00
1820458,"@115888 I pay the monthly subscription and I continue to get this message whether I’m on WiFi or not. And when I play a song, it will stop https://t.co/zK8FRNHoZq",billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:44:05.988046+00:00
2925992,@SpotifyCares I want to add my brothers too my Spotify but I don't remember what I sat the address as.,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:44:20.911299+00:00
930089,@115888 how can I upload music on your site?,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:44:26.840877+00:00
2377277,"@SpotifyCares Hi, my account is stuck at Advertisement on the spotify web player. I have paid for premium and it doesn't seem to care. Pls fix",playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:44:38.166890+00:00
1836814,@SpotifyCares im listening to music on spotify and nothing appears on my screen unless i go on the app (I like Mbappé) https://t.co/FKAPZ44X5u,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:44:51.875938+00:00
2936272,@115888 Hey guys. Any chance to have a disable option for the art cover on Android lock screen? 🤨🙏🏻 #FeatureRequest,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:44:56.738800+00:00
2517288,i need answers @115888 https://t.co/394cDqnnlc,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:45:01.234860+00:00
2118872,"Whatever fucking idiot throught putting strobe effects on spotify when listenin to: Kyle Dixon &amp; Michael Stein – Stranger Things, Vol. 1 (A Netflix Original Series Soundtrack) should be shot in the foot...  @SpotifyCares #epilepsyawareness #youfuckingidiots",other,False,,aditya1325.raps@gmail.com,2026-09-11T11:45:06.756756+00:00
2516145,@SpotifyCares if you really cared you would make is easier to email you for actual customer service instead of all these useless contact us links yo follow,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:45:16.945464+00:00
2059158,@SpotifyCares I urgently need help. I am being charged monthly but unable to access my premium. Help page not useful.,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:45:24.323509+00:00
